img_url,caption,category,match_score
https://image.vietnamnews.vn/uploadvnnews/Article/2017/9/29/tantrieu15644414PM.jpg,Waste water plants hung out to dry,People and everyday life,tensor(0.5262)
https://image.phunuonline.com.vn/news/2019/20190129/fckimage/147324_trong-t-1-201116758.jpg,Loc nghe theo tieng trong que,Objects / materials / clothing,tensor(0.5337)
https://assets.nst.com.my/images/articles/11nt19locker_1589126759.jpg,University students were caught in a limbo when they were forced to stay on campus unexpectedly. -NSTP File pic,People and everyday life,tensor(0.5216)
http://www.per.far.ssru.ac.th/useruploads/images/20181114/2018111415422142967208.jpg,Short course for Thai Classical Dance,Sports and recreation,tensor(0.5214)
https://photo-cms-kienthuc.zadn.vn/zoomh/800/uploaded/ngothanhhuyen/2017_11_17/loat-cay-canh-gia-tien-ty-tai-viet-nam-Hinh-14.jpg,Loat cay canh gia tien ty tai Viet Nam-Hinh-14,Traditions / art / history,tensor(0.5253)
https://toplist.vn/images/800px/mai-chau-green-valley-bungalows-301421.jpg,Mai Châu Green Valley Bungalows,Geography / buildings / landmarks,tensor(0.5213)
https://parenting.etonhouse.edu.sg/hubfs/Blog%20feature%20-%20CNY%20%20%2815%29.png,3 Fun Ways To Learn Chinese on The Go,Traditions / art / history,tensor(0.5315)
https://media.torque.com.sg/public/2019/09/bwt-renault-breakfast-food.jpg,breakfast with torque and renault food,People and everyday life,tensor(0.5301)
https://www.pim.in.th/images/pim-travel/rayong2016/rayong-day2-65.JPG,rayong day2 65,People and everyday life,tensor(0.5429)
https://media.vov.vn/sites/default/files/styles/large/public/2020-11/ethnic_pu_mat_3.jpg,An insight into the journey to Co Phat village,People and everyday life,tensor(0.5213)
https://www.mamaschalet.com.my/images/chaletsroomsmeals/img011.jpg,"Perhentian Island. Mama's Chalet. Lets take a look at the food and beverages, or meals those we offer.",People and everyday life,tensor(0.5291)
https://vietnamtimes.org.vn/stores/news_dataimages/honganhvnt/092020/25/16/in_article/5153_Capture3.png?rt=20200926073725,top 3 schools universities in hue famous for its photogenic architecture,Geography / buildings / landmarks,tensor(0.5279)
http://lamphun.go.th/uploads/gallery/attractions/15/IMG_0032.jpg,Phra Kong Rue si寺庙,Geography / buildings / landmarks,tensor(0.5429)
http://www.travelonline.ph/hadefe-cottages-elnido-packages-image4.jpg,HADEFE COTTAGES PROMO C: WITH AIRFARE (MNL-PPS-MNL) ALL IN WITH FREE LAS CABANAS TOUR elnido Packages,People and everyday life,tensor(0.5214)
https://baodanang.vn/dataimages/201803/original/images1431843_4__Copy_.jpg,The area has diversified plants and animals.,Plants and animal,tensor(0.5280)
https://www.jellybeanparty.sg/wp-content/uploads/2021/02/raise-hands.png,kids party planner singapore,People and everyday life,tensor(0.5422)
https://photo-cms-vovworld.zadn.vn/w730/uploaded/vovworld/pwvopivp/2020_07_11/anh1-pst7_xund.jpg,Crab paste vermicelli soup satisfies the palate - ảnh 2,Cooking and food,tensor(0.5331)
https://www.ipohecho.com.my/wp-content/uploads/2021/01/hugh-low-e1610863381233-390x220.png,Photo of Hugh Low Valley Teahouse: Family-Friendly Fun in an Open-Door Farm,People and everyday life,tensor(0.5458)
https://photo-cms-kienthuc.zadn.vn/zoomh/800/uploaded/thutt/2016_06_24/thu%20phu%20hoi%20giao/cuoc-song-trong-thu-phu-hoi-giao-indonesia-Hinh-4.jpg,Cuoc song trong “thu phu Hoi giao” Indonesia-Hinh-4,People and everyday life,tensor(0.5209)
https://www.finduniversity.ph/_resources/business/6767/lourdes-college-249.jpg,Blessing of New Facilities,People and everyday life,tensor(0.5241)
https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2015/01/11/NP_20150111_JECARE_731354.jpg?itok=YN2xoyYV,Columbarium caretakers: There's nothing bad about living with or near the dead,Geography / buildings / landmarks,tensor(0.5294)
https://secure3.vncdn.vn/ttnew/r/2021/04/15/logo-1-1618322629658980523793-1618472113.jpeg,It’s only a matter of time before disaster strikes Hanoi’s dilapidated tenements,People and everyday life,tensor(0.5223)
https://vmcar.com.vn/wp-content/uploads/2019/06/danang-hue-hoi-an-4-days-5.jpg,Danang - Hue -Hoi An 4 days by private car - 5,Geography / buildings / landmarks,tensor(0.5269)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/ctcqrvrnw/2020_04_10/do-quyen-7_rqec_ppnz.jpg,Brilliant blooming Rhododendron simsii in Fansipan ảnh 7,Geography / buildings / landmarks,tensor(0.5361)
https://younginnovators.my/wp-content/uploads/elementor/thumbs/One-in-community-ol01by2lpxio3aq9sr0mh4tf5y7w2jnx6w42ndl0qo.png,One person in your community,People and everyday life,tensor(0.5399)
https://media.vov.vn/sites/default/files/styles/front_large/public/images-english/hau_dong_vov_6__KFQS_ORXX.JPG,"Vietnam’s mother goddess worship, a world intangible heritage",Traditions / art / history,tensor(0.5802)
https://media.vov.vn/sites/default/files/styles/large/public/2021-03/hoa_gao_14.jpg,"An image of dazzling trees situated in rural areas becomes the inspiration for photos, paintings, songs, and literature.",Geography / buildings / landmarks,tensor(0.5412)
https://www.savethechildren.org.ph/__resources/webdata/images/articles/95.jpg,WATCH: How do you go to school?,People and everyday life,tensor(0.5374)
https://image.vietnamnews.vn/uploadvnnews/Storage/Images/2015/7/27/22.jpg,Imports of some Australian fruits get the all clear in VN,People and everyday life,tensor(0.5222)
https://photo-cms-kienthuc.zadn.vn//zoomh/800/uploaded/hongnhat/2021_03_05/2/bat-ngo-nhung-su-that-thu-vi-ve-dat-nuoc-philippines-Hinh-5.jpg,Bat ngo nhung su that thu vi ve dat nuoc Philippines-Hinh-5,Plants and animal,tensor(0.5389)
http://baoyenbai.com.vn/Resize_Image.aspx?ImgWd=375&IptFl=/Includes/NewsImg/10_2020/344_huong-toi-muc-tieu.jpg,Tomato is the winter crop with high economic efficiency.,People and everyday life,tensor(0.5398)
https://www.2lua.vn/temp/resize/400x300/upload/news/01-2018/d330a1f4-5a693d71e49519b0258b4569.jpg,Action plan for development of shrimp industry promulgated,People and everyday life,tensor(0.5462)
https://icdn.dantri.com.vn/2021/06/17/7-long-sang-den-vua-dinh-1623872117790.jpg,"The unique stone sieve in Vietnam carved with the image of a buffalo, a mouse compared with a dragon - 9",Traditions / art / history,tensor(0.5456)
http://littlesaigon.com.vn/images/mekong-12.jpg,THREE-DAY DISCOVERY MEKONG DELTA,People and everyday life,tensor(0.5307)
https://www.artsrepublic.sg/assets/Thumbs/_resampled/FillWyI0ODAiLCIzMjAiXQ/childrens-theatre-more-than-a-name-1.jpg,Children’s Theatre. More Than A Name.,Sports and recreation,tensor(0.5210)
http://www.kagyumonlam.or.id/wp-content/uploads/photo-gallery/monlam-04_2012/day_1/thumb/Zurmang_Drukpa_lead_the_procession_on_the_first_day.jpg?bwg=1611730404,Zurmang Drukpa lead the procession on the first day,Traditions / art / history,tensor(0.5613)
https://cilisos.my/wp-content/uploads/2018/11/an-ipoh-city-council-worker-fogging-some-bushes-in-tanjung-rambutan.jpg,"If the malaria apocalypse does occur in Malaysia, get ready to see more of this. Image from Star Property",People and everyday life,tensor(0.5348)
https://image.vovworld.vn/630x378/Uploaded/vovworld/qosino/2020_09_25/anh1_ZCUE.jpg,Traditional toy making village bustling as Mid-Autumn Festival nears,Traditions / art / history,tensor(0.5254)
https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/01_2021/chua-hoa-nghiem.jpg,"For tourism at W dam, visit Hoa Nghiem pagoda",Geography / buildings / landmarks,tensor(0.5432)
https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2018/08/9-rung-cao-su-binh-phuoc-vntrip.jpg,The leafy road is as beautiful as the West road to the rubber forest in Bu Dang,Plants and animal,tensor(0.5264)
http://ttol.vietnamnetjsc.vn//2017/12/19/14/40/ngoi-nha-co-co-120-cot-go-quy-doc-nhat-o-mien-tay_5.jpg,ngoi nha co co 120 cot go quy doc nhat o mien tay hinh anh 5,People and everyday life,tensor(0.5683)
https://media.thestar.com.my/Prod/A0798CFD-9C62-47E0-9B66-A87644E5E44D,Communal affair: Boys share the spirit of the occasion as they break fast at the National Mosque.,People and everyday life,tensor(0.5227)
https://s.tuoitrenews.vn/ttnew/r/2021/02/24/hutcat-3-1614079437213569904259-1614153171.jpg,"Suction hose on a sand-mining boat on the Tra On River, February 23, 2021. Photo: Chi Hanh / Tuoi Tre",People and everyday life,tensor(0.5236)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/bhtgkqztgazs/2020_07_27/saky2_attb_znre.jpg,"Quang Ngai increases ships picking up over 2,000 tourists from Ly Son Island ảnh 2",People and everyday life,tensor(0.5483)
https://cilisos.my/wp-content/uploads/2015/08/structure.jpg,Volunteers build that structure and tested it for the Orangutans. Image from APE Malaysia.,People and everyday life,tensor(0.5494)
"https://cimgr.clozette.co.id/indo/f_jpg,w_500,c_fit/uploads/a9a362f79bf14713aede3b1a8f6d942b/ca4adc463f424fedacb9bc60ccdd2ef7.jpg",From where i woke up *miss this view already .....#wanderlust #pictureoftheday #beach #party #travelphotography #travelers #travelpic #instagood #instadaily #keluarbentar #maensebentar #clozetteid #hippie #hippiestyle #LYKEambassador #tumblr #tumblrpic #tumblrpost #discoverindonesia #lingkarinindonesia #thediscoverer,People and everyday life,tensor(0.5291)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/102020/21/09/5635_42.png?rt=20201021100849,Thang Long Imperial Citadel tour at night to make debut at the end of this year,Traditions / art / history,tensor(0.5434)
https://www.goldentour.vn/uploads/VietNam/the-beauty-of-vietnams-traditional-craft-villages-6.jpg,The beauty of Vietnam's traditional craft villages picture 6,People and everyday life,tensor(0.5357)
https://vietnamtimes.org.vn/stores/news_dataimages/phamhuongvnt/042021/10/05/in_article/1921_lychee.png?rt=20210410051922,"Farmers examine lychees in Luc Ngan District, Bac Giang Province on June 10, 2020. Photo by VnExpress/Giang Huy.",People and everyday life,tensor(0.5328)
https://media.vov.vn/sites/default/files/styles/front_large/public/images-english/ma_tuy_xetj_EXUC.jpg,Suspect arrested for trafficking drugs from Laos,People and everyday life,tensor(0.5505)
https://vietnamtimes.org.vn/stores/news_dataimages/nhatanhvnt/062020/16/21/in_article/0633_5.jpg?rt=20200617070159,unique job in vietnam hugging pigs to bring the bacon,People and everyday life,tensor(0.5434)
https://www.eatdrink.my/kl/wp-content/uploads/sites/2/2017/08/13.-Checkers-Cafe-min-750x561.jpg,Checkers Cafe at Dorsett Kuala Lumpur: Set lunch review,Geography / buildings / landmarks,tensor(0.5222)
https://www.cheriehearts.com.my/wp-content/uploads/2019/05/Cheriehearts_kids_playing-360x257.jpg,Kids playing in cherie hearts campus,People and everyday life,tensor(0.5282)
http://image.vietnamnews.vn/uploadvnnews/Storage/Images/2015/9/4/37872041.jpg?url=Storage/Images/2015/9/4/37872041.jpg,It was the first time the residents had handed over gold ore that had been illegally taken away from the mines.,People and everyday life,tensor(0.5261)
https://lookoffice.vn/wp-content/uploads/2020/09/the-prime-building-office-for-lease-for-rent-phu-nhuan-ho-chi-minh-385x258.jpg?v=1599570719,the prime building office for lease for rent in phu nhuan ho chi minh,Geography / buildings / landmarks,tensor(0.5216)
https://apicms.thestar.com.my/uploads/images/2019/10/01/302974.jpg,Sealed and labelled sacks of coltan ore hang at SMB coltan mine near the town of Rubaya.,Objects / materials / clothing,tensor(0.5432)
https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/07_2021/don-binh-minh-bien-tan-thanh.jpg,8 beautiful beaches in the West - Catch the dawn,Geography / buildings / landmarks,tensor(0.5406)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/072020/14/09/1813_conical_hat-2.jpg?rt=20200714102048%20style=,craftsman who turns almond leaves into unique transparent conical hats,Objects / materials / clothing,tensor(0.5314)
https://cdn.timesmedia.co.id/images/2021/05/09/Mie-Pendalungan-2.jpg,Mie Pendalungan 2,People and everyday life,tensor(0.5242)
https://mayvesinh.vn/upload/images/bai%20viet/Su%20kien/IMG_2971.jpeg,"thadaco, may ve sinh cong nghiep",Vehicles and Transportation,tensor(0.5211)
https://hoiantravel.com.vn/wp-content/uploads/2018/01/6-5.jpg,SOME EXPERIENCE WHEN TRAVELLING TO HOI AN 6,Geography / buildings / landmarks,tensor(0.5360)
https://magazine.foodpanda.my/wp-content/uploads/sites/12/2020/01/Chinese-New-Year-Cookies-and-Snacks.jpg,Popular Chinese New Year (CNY) Cookies,Cooking and food,tensor(0.5391)
http://birdwatch.ph/wp-content/uploads/2014/05/9948_4695519190415_1295191499_n.jpg,"The Colasisi, or Philippine Hanging Parrot, feeds while hanging upside down.",Plants and animal,tensor(0.5212)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/102020/20/17/0641_36.png?rt=20201021073742,Blooming white rapeseed flowers add allures to Moc Chau plateau,People and everyday life,tensor(0.5365)
https://philnews.ph/wp-content/uploads/2020/07/lalamove-riders.jpg,Poor Lalamove Riders,People and everyday life,tensor(0.5314)
http://danang.sis.edu.vn/wp-content/uploads/sites/25/34.Year-7-Int%E2%80%99d-Year-7-Int%E2%80%99l-Blues-Brothers-Medley-from-Blues-Brothers-11-700x394.jpg,34.Year 7 Int’d-Year 7 Int’l - Blues Brothers Medley from Blues Brothers (1,Sports and recreation,tensor(0.5202)
http://www.travelonline.ph/hadefe-cottages-elnido-packages-image4.jpg,HADEFE COTTAGES PROMO B: NO AIRFARE VIA PUERTO PRINCESA TRANSFERS WITH FREE LAS-CABANAS TOUR elnido Packages,People and everyday life,tensor(0.5214)
https://en-daihoi13.dangcongsan.vn/Uploads/Images/2021/3/26/10/VMQTG-wifi-26321-430x260.jpg,Capital approves free wifi for more tourist destinations,Traditions / art / history,tensor(0.5423)
http://www.nalanda.org.my/wordpress/mainsite/wp-content/uploads/2015/10/IMG_4465-660x435.jpg,A warm send-off for our visiting YBs.,People and everyday life,tensor(0.5347)
https://apicms.thestar.com.my/uploads/images/2021/04/26/1128236.jpg,"This photo taken and released by Dawei Watch on April 26, 2021 shows a protester holding a sign during a demonstration against the military coup in Pandale village in Dawei's Launglone township. - AFP",People and everyday life,tensor(0.5235)
https://image.sggp.org.vn/w570/Uploaded/2020/zfdreinykx/2019_07_14/m4a_lgtc_dtsc.jpg,Vietnamese rice exporters look for new markets,People and everyday life,tensor(0.5277)
http://image.vietnamnews.vn/uploadvnnews/Article/2019/7/4/21945_phanloairac.jpg,Islands to eliminate plastic waste,People and everyday life,tensor(0.5601)
http://tourism.vn/imguploads/news/31MuongBi.png,Lung Van- the Roof of the Muong Area,Geography / buildings / landmarks,tensor(0.5326)
https://cdn.eventfinda.sg/uploads/events/transformed/24618-8706-34.jpg,"Earth, Wood and Fire: Wood Firing and The Dragon Kilns",Objects / materials / clothing,tensor(0.5301)
https://up.edu.ph/wp-content/uploads/2017/10/indigenouspeople.tif,"One of the framed photographs of indigenous people gracing Dr. Alangui's office at the UP Baguio Cordillera Studies Center. The photo, titled ""Lakay Bosaing, Lakay Golokan & Lakay Pecdasen (Dangtey)"", was taken by Joachim Voss in 1980. (Photo by Celeste Castillo Llaneta, UP MPRO",Traditions / art / history,tensor(0.5309)
https://image.vietnamnews.vn/uploadvnnews/Article/2020/1/8/61894_xuan.jpeg,Mountain spring festival comes to capital,Traditions / art / history,tensor(0.5357)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/bhtgkqztgazs/2020_07_27/kiemsoat4_fmce_cfiq.jpg,"Quang Ngai increases ships picking up over 2,000 tourists from Ly Son Island ảnh 10",People and everyday life,tensor(0.5211)
https://www.worldvision.org.sg/sites/default/files/blog/1037801-w055-0270-084_medium_res.jpg,A World Vision's sponsored child's lunch in Cambodia,Cooking and food,tensor(0.5463)
https://vietnamtimes.org.vn/stores/news_dataimages/minhphuongvnt/092020/14/18/2211_Classroom_in_the_Center_is_furnished_with_a_variety_of_necessary_aids_and_equipment..jpg?rt=20200915105543,First Support Center for Inclusive Education Development in Dien Bien,People and everyday life,tensor(0.5272)
https://image.phunuonline.com.vn/news/2018/20180904/fckimage/138405_28a-311120313.jpg,Noi co the lang nghe tung nhip tho,Traditions / art / history,tensor(0.5595)
https://www.tzuchi.org.sg/assets/Videos/Celebrating-Lunar-New-Year-away-from-home.jpg,Celebrating Lunar New Year away from home,People and everyday life,tensor(0.5214)
https://nld.mediacdn.vn/2021/2/21/khach-hang-mua-vang-trong-ngay-via-than-tai-tai-tiem-vang-mi-hong-quan-binh-thanh-tp-hcm-anh-hoang-trieu30-16138853751871326985183.jpg,Strange story on the gold market for Than Tai in Ho Chi Minh City - Photo 3.,People and everyday life,tensor(0.5366)
https://gianphoithongminhhoaphat.vn/images/15-05-2015-gianphoithongminhanhhungtimes/lap-gian-phoi-thong-minh-nha-anh-truong-p409-toa-t18-times-city-15.jpg,lap gian phoi thong minh nha anh truong p409 toa t18 times city 15,Objects / materials / clothing,tensor(0.5208)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/062020/11/10/1015_5.jpg?rt=20200611110636,fruit laden vineyards must discover attraction in ninh thuan,People and everyday life,tensor(0.5229)
https://secure3.vncdn.vn/ttnew/r/2021/04/07/bathao-16174115194941271798260-1617767344.jpeg,Coronavirus legacy: Ho Chi Minh City’s food and beverage sector undergoes major overhaul,People and everyday life,tensor(0.5490)
https://cdn.eventfinda.sg/uploads/events/transformed/21344-6467-34.jpg,Men Who Save The World,People and everyday life,tensor(0.5266)
https://photo-cms-vovworld.zadn.vn/w730/uploaded/vovworld/ecfzyrrtlyr/2020_05_04/ve_phia_thap_kham_pha_nghe_lam_huong_tram_nam_cua_nguoi_nung_13__kfep_tkbi.jpg,Incense-making craft of the Nung An - ảnh 3,People and everyday life,tensor(0.5517)
https://amanz.my/wp-content/uploads/2015/09/Galaxy-Note-5-Samples20150909_120947.jpg,Galaxy Note 5 Samples20150909_120947,Traditions / art / history,tensor(0.5313)
https://photo-cms-sggp.zadn.vn/w570/Uploaded/2021/bhtgkqztgazs/2021_02_23/anh3_xozl_yiql.jpg,Funtional forces check and classify products at site.,People and everyday life,tensor(0.5210)
http://www.pagcor.ph/images/news/pagcor-school-building-project-reaches-remote-public-schools-in-mindanao-palawan-and-car-03.jpg,"PAGCOR’s school building project reaches remote public schools in Mindanao, Palawan and CAR",People and everyday life,tensor(0.5383)
https://martinsandiego.ph/assets/uploads/2020/04/Sinking-Philippines-Climate-Change-0005-750x500.jpg,Philippines' Sinking Town,People and everyday life,tensor(0.5271)
https://vietnamtimes.org.vn/stores/news_dataimages/triduongvnt/072021/17/20/medium/1824_social_distancing_in_19_provinves_in_vietnam.jpg?rt=20210717201826,"Vietnam To Apply Social Distancing in 19 Southern Provinces, Cities",Vehicles and Transportation,tensor(0.5443)
http://www.nalanda.org.my/wordpress/mainsite/wp-content/uploads/2016/11/9-660x454.jpg,Dedication of merits at the end of the Memorial Service. Anumodana.,People and everyday life,tensor(0.5484)
https://fo1.dswd.gov.ph/wp-content/uploads/2015/03/FE-300x225.jpg,Fe shows the list of goods and income of the MAKAPALA Women’s Organization which she organized.,People and everyday life,tensor(0.5526)
http://www.nalanda.org.my/wordpress/mainsite/wp-content/uploads/2015/11/Site-for-Monastery-660x478.jpg,Site for future monastery.,People and everyday life,tensor(0.5548)
https://photo-cms-sggp.zadn.vn/w570/Uploaded/2021/bhtgkqztgazs/2021_03_01/1_mich_wwov.jpg,Bung Thi Hot Spring becomes new attractive tourism destination of Binh Thuan,People and everyday life,tensor(0.5348)
https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2017/09/15/2017-09-15t010554z_372555644_rc1651764a80_rtrmadp_3_myanmar-rohingya-boatmen.jpg?itok=wS00DukV,UN chief calls for end to Rohingya crisis,People and everyday life,tensor(0.5473)
https://msis.edu.vn/wp-content/uploads/2019/06/DSCF0942-420x280.jpg,Our students performing in our stage space,People and everyday life,tensor(0.5326)
https://icdn.dantri.com.vn/thumb_w/640/2021/02/14/14022021-thuong-thuc-mon-canh-thut-ca-dang-trong-ngay-sum-hop-gia-dinh-duong-phongdocx-1613273027736.jpeg,"Soup, bitter tomato - a strange but famous dish in the Central Highlands - 2",Cooking and food,tensor(0.5297)
https://image.vietnamnews.vn/uploadvnnews/Article/Thanh_Hai/2019/6/6/ck-1.jpg,VN stocks slow gains down on economic worries,People and everyday life,tensor(0.5214)
https://photo-cms-kienthuc.zadn.vn/zoomh/800/uploaded/lanhoa/2021_06_14/bac/le-tang-dao-dien-le-cung-bac-Hinh-3.jpeg,Le tang dao dien Le Cung Bac-Hinh-3,People and everyday life,tensor(0.5589)
https://www.sunway.com.my/stories/wp-content/uploads/2020/07/Agriculture-1024x538-1.jpg,Eat to Live or Live to Eat?,People and everyday life,tensor(0.5467)
https://photo-cms-vovworld.zadn.vn/325x203/Uploaded/vovworld/ecfzyrrtlyr/2021_04_19/dsxh1_MADX.jpg,Investment in education paying off in Central Highlands,People and everyday life,tensor(0.5389)
http://lamphun.go.th/uploads/gallery/attractions/44/IMG_0286.jpg,Phra that duang deaw寺庙,Geography / buildings / landmarks,tensor(0.5618)
https://beptruong.edu.vn/wp-content/uploads/2014/07/huong-nghiep-a-au-uoc-mo-trong-tam-tay-3.jpg,huong nghiep a au - uoc mo trong tam tay 3,People and everyday life,tensor(0.5665)
https://image.vietnamnews.vn/uploadvnnews/Article/2016/6/1/AP01060168854222PM.JPG,City kicks off Fruit Festival in District 9,Traditions / art / history,tensor(0.5375)
https://media.vov.vn/sites/default/files/styles/large/public/2021-03/ngoai_0.jpg,"The event witnessed the participation of Lieutenant General Vo Minh Luong, Deputy Minister of National Defence, and Major General Le Tan Toi. They were joined by Deputy Minister of Public Security, Secretary of the Party Central Committee Nguyen Van Nen, and Nguyen Thanh Phong, chairman of the Ho Chi Minh City People’s Committee.",People and everyday life,tensor(0.5211)
https://media.vov.vn/sites/default/files/styles/large/public/2021-02/10_30.jpg,Waiting in the queue to ask for scripts takes almost one hour.,People and everyday life,tensor(0.5432)
https://photo-cms-kienthuc.zadn.vn/zoomh/800/uploaded/hoangthuy/2017_02_07/trap/su-that-ve-co-be-do-trap-an-hoi-o-nam-dinh-Hinh-8.jpg,Su that ve co be do trap an hoi o Nam Dinh-Hinh-8,People and everyday life,tensor(0.5240)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/052021/03/10/3503_4.png?rt=20210503103516,Vibrant scene at fish market in Quang Nam province,Traditions / art / history,tensor(0.5435)
http://i.dtinews.vn/images/editor/images/thaonguyen/62013/17/Croped/592_13-17556.jpg,Ben Thanh Night Market in colour,People and everyday life,tensor(0.5377)
https://image.vietnamnews.vn/uploadvnnews/Article/2020/11/16/122729_Tay%20ninh.jpg,Tây Ninh Province to continue looking for investment in agriculture,People and everyday life,tensor(0.5458)
https://vietnamtimes.org.vn/stores/news_dataimages/thanhhavnt/082020/17/17/thumbnail/3654_yao-5.jpg?rt=20200817174651,Late night wedding - a unique custom of Yao ethnic community in Vietnam,Traditions / art / history,tensor(0.5625)
https://dds.ait.ac.th/wp-content/uploads/sites/19/2020/02/Student-certificate-22.png,Student certificate (22,People and everyday life,tensor(0.5508)
https://www.scoutmag.ph/wp-content/uploads/2019/10/711A9370-340x230.jpg,Our House of Horrors trailer shows the ghosts of our Halloween party,People and everyday life,tensor(0.5265)
https://image.vovworld.vn/w500/uploaded/vovworld/qjhmn/2020_07_22/anh9_rakp.jpg,Century-old craft village specialises in Buddha statues in HCM City - ảnh 9,People and everyday life,tensor(0.5421)
https://image.vietnamnews.vn/uploadvnnews/Article/2018/3/15/rehahn6860105425AM.jpg,Frenchman wins award for cultural museum,People and everyday life,tensor(0.5561)
https://www.ditravel.vn/images/tour/cai-be-floating-market.jpg,GLIMPSE OF SOUTH VIETNAM II,People and everyday life,tensor(0.5583)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/032020/12/11/2110_44177_xoethai3.jpg,the overview of a 5000 year age old unique culture vietnam,Traditions / art / history,tensor(0.5633)
http://www.vietfuntravel.com.vn/image/data/Mekong/kinh-nghiem-du-lich-cho-noi-cai-be-tieng-giang-bang-xe-may-2.jpg,Image result for cho noi cai be,People and everyday life,tensor(0.5452)
http://image.vietnamnews.vn/uploadvnnews/Article/2020/8/19/106754_3670617319562032_Original%20(18).jpg,Organic farming helps small businesses grow,People and everyday life,tensor(0.5263)
https://flyingketchup.ph/wp-content/uploads/2020/08/Makilala_public_market_-_Flickr-390x220.jpg,Makilala Rescue: Hero Bystanders Rise to the Occasion,People and everyday life,tensor(0.5331)
https://image.vietnamnews.vn/uploadvnnews/Article/2021/5/9/151195_chomanthai.jpg,No mass gatherings allowed in central localities,People and everyday life,tensor(0.5352)
https://vir.com.vn/stores/news_dataimages/tamas/122017/07/15/3.jpg,Doosan’s Olympic silver medallist archers to train Vietnamese national team,Sports and recreation,tensor(0.5395)
https://image.vietnamnews.vn/uploadvnnews/Article/thuytrinh/2020/11/13/lu-1.jpg,Looms run still in homes of the Lự,Traditions / art / history,tensor(0.5537)
https://media.vov.vn/sites/default/files/styles/front_large_watermark/public/2021-04/avatar%20traffic%204.jpg,Long traffic jams hit major cities as people return home on national holiday,Vehicles and Transportation,tensor(0.5274)
https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2015/09/30/np_20150930_jemattar-ahq_1018116.jpg?itok=D51-YDZ1,Owner blames sinking house on excavation works,People and everyday life,tensor(0.5396)
https://primer.com.ph/travel/wp-content/uploads/sites/6/2018/01/hakodate-morning-market-e1547532620126-290x218.jpg,JAPAN TRAVEL: Hakodate Morning Market Offers Fresh Seafood and Produce Daily,Cooking and food,tensor(0.5289)
https://media.thestar.com.my/Prod/8B4431F0-137F-48E1-B8B7-96A8F8BF7791,The buffalo horn-shaped structures in the tranquil Seremban Lake Gardens is one of the top draws here.,Geography / buildings / landmarks,tensor(0.5300)
https://data.ibtimes.sg/en/full/4450/foodies-can-get-a-glimpse-of-singapores-best-street-food.jpg?w=660,Foodies can get a glimpse of Singapore's best street food,People and everyday life,tensor(0.5478)
https://vietnamtimes.org.vn/stores/news_dataimages/honganhvnt/042021/18/02/in_article/1227_Capture1.png?rt=20210418022221,"Can Tho man got fame for making horse-like bike with only 4,3 dollars",People and everyday life,tensor(0.5860)
https://nld.mediacdn.vn/2021/2/25/img0895-1614226467542194417637.jpg,Close-up of Hanoi people removing hundreds of tons of radishes because they cannot sell them - Photo 5.,People and everyday life,tensor(0.5277)
https://secure3.vncdn.vn/ttnew/r/2018/02/21/logo-0x1a5921-1519189320546329731581-1519205171.jpg,"Le Yen Quyen and her husband, a fellow practitioner of the Tu Anh Duong school. Photo: Tuoi Tre",Sports and recreation,tensor(0.5259)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/102020/01/14/thumbnail/0035_1.png?rt=20210104112421,long coc the most beautiful tea hill in vietnams northern,Geography / buildings / landmarks,tensor(0.5210)
https://image.sggp.org.vn/w580/Uploaded/2020/ctcqrvrnw/2020_11_11/sapbao_llqb_ghfs.jpg,An old news-stand on the side of the road,People and everyday life,tensor(0.5331)
https://photo-cms-vovworld.zadn.vn/w730/uploaded/vovworld/vjryqdxwp/2021_04_26/kiengiang_wcns.jpg,COVID-19 prevention strengthened in southern provinces - ảnh 1,People and everyday life,tensor(0.5212)
https://image.phunuonline.com.vn/news/2018/20180117/fckimage/120713_-mg-9329-161752374.jpg,'Hiep si' nua the ky song canh man troi chieu dat o Sai Gon,People and everyday life,tensor(0.5228)
https://vietnamtimes.org.vn/stores/news_dataimages/phuonglyvnt/052020/21/14/0402_heat_the_thao_van_hoa.jpg,northern vietnam to be hit by severely hot weather,Vehicles and Transportation,tensor(0.5223)
http://tourism.vn/imguploads/news/2019CNMN/87e6416e8e294236d1a5834fab83234c.jpg,Various activities to be held at Culture Village throughout October,People and everyday life,tensor(0.5487)
